ra;dec;parallax;parallax_error;pmra;pmdec;phot_g_mean_mag;bp_rp
54.22865708524433;-54.50392727407392;1.0012770035052192;0.71349466;3.0674618247569816;11.156739943619218;20.656633;1.7016163
54.240403489723384;-54.48856046652167;1.9543848704372777;0.05530763;29.06924064678251;15.94231504707097;17.151052;2.0755692
54.279060358808785;-54.503081891172506;-0.0747831669925669;0.5029414;8.489919954611093;4.603164078631921;20.41345;1.7726078
54.301413300989594;-54.4927894160587;0.21381076922795825;0.67622674;-2.482721487582648;-8.314204987470696;20.614555;1.0789318
54.30172091352935;-54.48897240613768;1.7572728216977629;0.34133396;13.4811693405179;10.548471968169228;20.008093;2.4702663
54.30540498947658;-54.47949903905788;0.2938987182129045;0.028364891;4.676760982891541;4.859501594545869;15.758872;0.90659714
54.31010572784714;-54.471453261687024;1.238164424728791;0.36329165;6.7469839754957555;4.296983029514078;20.12373;1.750618
54.266507297573106;-54.47850326136701;2.6766830323355544;0.088446155;11.632054597825068;10.494510621015579;17.950785;2.616682
54.25378854099212;-54.476678277538376;1.005587776785321;0.09181677;17.17835088174035;-6.204506653124036;18.056519;1.6858559
54.267544481370834;-54.469933670581426;0.8433501790673467;0.018922664;21.144074151757145;-1.4583851639569922;15.007347;0.8227663
54.29377805808207;-54.464822298643845;;;;;21.807945;1.3246765
54.311508929906154;-54.461215030799416;-0.76460988695333;0.49622437;4.376105530805871;-1.0429886626298501;20.310287;0.63518333
54.285857941611354;-54.46051497224793;1.012055166572778;0.57593167;-6.057532483397928;-1.4075348620547619;20.572723;2.0723553
54.27896979490106;-54.46439807406939;1.993011487857955;0.07690469;4.758675966042855;21.77438694758541;17.679115;2.25741
54.26593537392781;-54.463592144720295;2.0584687536055832;0.019993499;0.8396266420080387;13.791386661711597;11.464473;0.8572798
54.38571536803354;-54.45124537033195;1.2468610735305046;0.011178156;22.446766128325322;16.835321856490832;12.78903;0.6455507
54.40076250797229;-54.44556756486847;1.2774114288515168;0.048937928;-3.683777730075411;-12.994275568149066;12.215419;1.1092176
54.405284998061745;-54.45896776319966;;;;;20.978441;1.0603428
54.39686516633024;-54.450212361840826;-0.0801630946107494;0.6627032;3.7098759288433327;0.9642034795983192;20.553139;1.6367111
54.46244068406846;-54.43397136082888;0.6688539304569643;0.3391933;4.9749664242108675;12.496871934776898;19.945133;2.0525303
54.46485305040381;-54.431124219778035;;;;;21.478352;1.5288811
54.43206509018505;-54.451834232658975;;;;;21.053091;0.9546547
54.42766148022036;-54.44669624132439;;;;;21.332893;1.8689938
54.429505298803996;-54.4362461553814;;;;;20.628014;1.6901741
54.43160293357518;-54.422198271288956;0.34539763622018094;0.5315319;7.897900184156718;0.6624627112465276;20.502256;0.62269974
54.45965190841183;-54.42161657474993;1.1155738529576331;0.04629774;-4.798815408124414;7.899217105456467;16.812445;1.4565468
54.46513943521515;-54.40580026579363;1.5382199142732322;1.1787972;2.6030091382121205;-3.9115411463009515;20.813816;0.31018066
54.34120812676684;-54.4613776634749;0.6304372409719025;0.21502712;8.930792073691034;-0.8953620995364702;19.358252;1.8313198
54.32678825495118;-54.428683491412734;2.1103299660645924;0.20523058;8.130627638123979;1.3175158453325402;19.33989;2.9136467
54.33173059369242;-54.4319035618114;0.26988996079295346;0.0113717485;7.02074748661396;2.735404404990759;12.901125;1.2722397
54.289803841787034;-54.433119959963236;1.10448108672528;0.112350896;5.127626371040058;-1.1831064604146513;18.441658;1.69347
54.29800562691071;-54.42920654182231;0.5906083252882773;0.030063264;4.410981322698008;0.3947972728645163;16.110037;0.85990334
54.2975258285742;-54.43791741882182;0.3540035916842692;0.052569114;6.75474020626948;2.5619180865513553;17.10758;0.9227829
54.343405845524174;-54.43003614297174;0.06582353974983345;0.43344843;7.088754772979995;5.7557092203777644;20.247967;1.698452
54.34337300885242;-54.406718879686466;;;;;19.682861;1.3438654
54.32242231749914;-54.404654293577856;-0.28898160499751363;0.52835846;1.0006189036769408;6.0117425007827485;20.431147;1.5918274
54.42130243031327;-54.41275768922897;1.0165573942889952;0.2476501;-1.221236371154503;1.7302783361736602;19.586666;2.0254135
54.3946141472311;-54.41344636867837;0.1429118318703395;0.10261946;4.177556349624682;6.260647475359196;18.309212;1.026947
54.39363157852507;-54.40367655428089;0.8235400621760022;0.3635512;10.287153446344796;-0.5325907419219766;19.843275;2.5020485
54.41626881556478;-54.39179860817657;0.6105560879077672;0.20193543;-0.5420981577959236;3.118321684709943;19.304707;1.5957508
54.437928660185136;-54.389177538443874;0.5637872180311169;0.105448335;3.522743435867093;6.074620455461794;18.35129;1.363081
54.420332817934266;-54.38763387719269;;;;;21.043169;1.3766403
54.402414228107936;-54.39610871003131;0.11271809295533097;0.40302223;5.758329615328826;1.0593138768437629;20.103283;1.7964325
54.424052902872184;-54.37472502044422;0.9047653617778337;0.09644496;10.886828607889486;4.458189561486503;18.151941;1.8340282
54.35737350237249;-54.39832309644021;1.41676098440882;0.05259585;16.91299096501693;-1.5447709515436083;17.069096;1.8717651
54.362877208280175;-54.392524082819165;1.5949647382537515;0.78173435;6.541996116303803;-11.411814743256654;20.75981;1.1406384
54.33375071132654;-54.38955202748071;1.5730756990705672;0.084055565;-11.315751072738662;-23.07866869540041;17.944204;2.2308235
54.34607409228213;-54.37956021584376;0.5275362783061618;0.023630835;6.614771632411834;0.4708969962949362;15.405642;0.7983751
54.39634232761802;-54.37189737030019;;;;;21.482424;0.94766426
54.40545416294358;-54.36730227158112;1.182114114029329;0.8440162;7.072150882142131;5.976148880480036;20.795412;1.5762119
54.36999535538195;-54.360857798925615;;;;;21.689789;2.194458
54.37734560952903;-54.35246483381305;;;;;20.74234;0.8259926
54.65714565831182;-54.298400727886694;0.25600556254936996;0.010527738;4.759949570040044;0.9241189632335252;13.552895;1.1987963
54.51866974111862;-54.40052121544335;0.2405880227976533;0.06082638;5.033449952857322;5.7577182628417996;17.509323;0.7017937
54.52490306699678;-54.40166008885615;-0.5144013459176715;0.48409015;-1.26271318180269;1.0827020518482486;19.688694;1.3961926
54.53318692164404;-54.390820912224235;2.7524247928388594;0.20363715;6.452414193153653;-21.022156467517114;19.452597;2.7345963
54.55002292331177;-54.38494514840182;0.7829425176144115;0.34429443;2.136211116067835;1.3089593688257555;20.149666;2.1188831
54.52789689782175;-54.36525510700727;;;;;21.09723;1.6163216
54.483538874832185;-54.40306511869716;0.5991815857942064;0.10006096;-7.14318877684658;-3.7855619997596177;18.2294;1.7278309
54.49157456424348;-54.40002907923377;0.6261958433186087;0.10695297;21.901681569350522;17.83843665588854;18.411463;1.6134148
54.47899579536763;-54.3924309107136;;;;;21.431023;1.3708935
54.48815737123308;-54.386381777232316;2.2278803816122608;0.41288894;-7.4175023198380226;-3.3406240503105806;20.206861;2.0572891
54.48741585838238;-54.38810500509945;1.3410513181797001;0.012067008;-6.500612128878963;-3.119094370687705;13.89534;0.8383293
54.48500335411807;-54.38921016000152;1.2379265359167637;0.25407764;5.614481214653419;-3.037990130978498;19.65858;2.4841805
54.463667596843834;-54.38572814265797;-0.7933149431167277;1.4328059;1.6399703414949462;-0.6279316089004967;20.820662;1.5793247
54.4701864600784;-54.37511730025715;1.1203708377122945;0.042169947;4.172567179881841;-1.345011826093494;16.799252;1.6320467
54.467419980275196;-54.382417718087886;;;;;20.24622;1.527277
54.50786971913782;-54.37713137732633;0.21989214444828947;0.11310317;13.298659636142322;2.5090398408899626;18.55111;0.7538357
54.48091020709667;-54.36382532367619;1.0961907755233034;0.22424503;19.211165453524327;18.21706771298724;19.461231;2.287239
54.5008109816613;-54.35912127461341;0.9661368869269963;0.21772873;2.941001783875403;-1.1326383122319288;19.345222;1.9195633
54.48610226993919;-54.34778105706959;;;;;21.157207;1.2803154
54.499342931697626;-54.36234579679201;;;;;20.186104;0.5759125
54.552219168871474;-54.359386673132434;;;;;20.818745;1.3826733
54.58118819955941;-54.35712073365464;;;;;11.551897;0.7590599
54.58863700774558;-54.34841203635631;0.9146702443158745;0.061134472;6.852956140612804;4.916126267957868;17.384613;1.6175003
54.58110233583442;-54.3571160285396;;;;;11.637194;0.7591257
54.59312583966293;-54.331285506988145;0.2275384041576448;0.34385595;0.3312954774219615;-0.35710456664201223;20.094715;0.8755131
54.5608423822885;-54.34006136628911;1.016213359180699;0.6226908;12.470622292319115;-0.8519167247332735;20.482153;2.0952778
54.581743727319406;-54.32242875811459;-0.11826119700927928;1.016373;6.4463995338064555;0.05014676237362323;20.736172;0.84116936
54.57639764692956;-54.32143989231135;1.088774355305026;0.12645034;8.800581681702727;5.718287314137166;18.650993;2.2233887
54.53114045143041;-54.35561905790988;2.352449214758227;0.30166167;1.0353220841414803;-13.7714570878661;19.780668;2.5255108
54.530686794781886;-54.34615959904898;-0.1341613864332689;1.0462418;8.510527790810952;4.5311938075896;20.860176;0.67046356
54.53856789301073;-54.3373187044102;1.0535586332099993;0.023392545;53.6684145884502;-19.680685322144164;15.598607;0.89329433
54.52235892199621;-54.323073453969414;;;;;21.185053;1.3238258
54.525295116412344;-54.313106233275754;;;;;21.114584;1.1030807
54.536698828415126;-54.31251257466958;0.11604678971401192;0.37631187;1.3299522554589713;-1.9775257076691135;20.181814;0.63666916
54.542890423264;-54.311057975903225;-1.4935800407897877;0.8788941;0.653167206257989;-0.21467086172477456;19.847399;1.5381489
54.443477754101856;-54.36579867215935;;;;;21.005438;1.4098797
54.42829814049029;-54.37684024086941;-0.1324505276379641;0.24159057;3.048758875663944;-0.8666875885901799;19.523695;0.76434517
54.474254748198526;-54.333876375297976;-0.012467780294405345;0.5570652;4.543690319742927;-2.1228968384644884;20.52533;1.9210682
54.400969365172685;-54.3550024749321;0.47296383877313497;0.3938448;8.022860312161123;7.375394695999379;20.1552;2.2240334
54.405981281861834;-54.3544624824515;;;;;21.105934;0.82619286
54.423495343123534;-54.35038653909987;0.7484214326147692;0.077490255;4.5902177768199515;3.391508874127639;17.889122;1.6452293
54.39644785109603;-54.33798510696228;0.15475279410525727;0.2300663;3.5690093506828173;0.11263848108068955;19.500797;1.274229
54.39988374378542;-54.32456478954464;;;;;21.62986;1.6849346
54.4062443427312;-54.31569275155444;1.480366320800001;0.011647063;-1.3279341080031783;0.8059949835280479;13.742642;0.83817863
54.419911476783476;-54.309335590941856;;;;;21.420563;1.9173965
54.41500896634806;-54.305339977456796;0.9193863028773436;0.028905284;0.07472838796219428;16.9736656743979;16.005901;1.1155863
54.486289486722754;-54.31799249704601;;;;;21.046219;1.2805996
54.50438316777571;-54.32488082349068;1.6928484659933491;0.07482336;1.4809927476333304;10.003164992644695;17.819057;2.012579
54.50150262216983;-54.32182744790478;1.2828923840735986;0.016613303;10.954407080974413;-2.17715189860022;14.818055;0.88639736
54.476338389095424;-54.31297837235969;1.2039215540569794;0.30913344;19.95597087792239;-23.69287333834773;19.698017;2.254467
54.46137196770891;-54.31990680995012;0.49451077672658095;0.023362141;17.882818821080043;8.95468540467555;15.497465;0.8092499
54.517771551358415;-54.307720871783985;2.9761022391044616;0.009199159;-11.63199072796223;4.650612100156355;12.137719;0.79294395
54.51942685197541;-54.28362238479668;0.5646754376937106;0.1505474;10.305353922029935;-5.379400272989831;18.94926;1.1268883
54.49263934762125;-54.29297791037603;3.161949645216674;0.5216957;6.493645700632003;-1.8111389971977858;20.42603;1.2745266
54.43774389786325;-54.2969885214121;0.5745143426519929;0.12554039;5.951463038220442;6.859223444559217;18.573767;1.8199348
54.441234146933986;-54.296971466247754;0.3533575510884603;0.0709588;-1.6805553527801322;-3.014830358426271;17.765234;1.2298603
54.483108312469646;-54.28211801386783;1.4026760718720659;0.37586293;5.734833594535624;1.8127947225159509;20.104433;2.1372433
54.48454501927421;-54.26393987533921;-0.057117733825228;1.1799436;-1.4737166168514446;9.17938415444125;20.885775;1.8516655
54.459215496702775;-54.27332922518459;0.16225505068851923;0.27416614;8.525053542157467;0.13564992517304192;19.704992;1.7292976
54.59563249488292;-54.33153501493392;1.9394259505896152;0.055340525;-10.335867821853475;-1.2591432191361343;17.170004;2.389017
54.61276280994595;-54.308830277605374;;;;;21.184536;1.0101624
54.58085458169202;-54.31539669511278;0.41845666553664584;0.46837497;0.5770449850940661;-1.8407086447049308;20.372282;0.9138546
54.58911680743404;-54.30940660255105;0.3623285257251007;0.38279894;-0.9092470965352897;-4.082817931596143;20.091274;1.7374306
54.633150396844286;-54.315608809195524;0.07802678994197929;0.2112312;3.6711471116975316;8.370993268364039;19.502037;1.7774963
54.62578898940341;-54.29567777018296;0.10310606320345583;0.13178343;0.4056926267795644;-6.726232768781334;18.734207;0.8210106
54.6341800777565;-54.28584549754405;;;;;21.485666;2.4742947
54.60960573013754;-54.28623044343414;;;;;20.701588;1.7343884
54.54604658132494;-54.29108058542497;0.31254789339303674;0.4298395;0.9605921857879329;-5.077453853887061;20.25041;0.72382164
54.571266701658814;-54.28692066490434;1.5043322839625015;0.23715098;14.887892946818791;6.619252155391684;19.533218;2.5709438
54.58431753546963;-54.2767069152245;1.3708673684037926;0.57808715;21.482659626094488;6.13431393784138;20.501724;2.022131
54.59765620544938;-54.270517051053886;;;;;20.851967;1.7587318
54.58632957445909;-54.268513921792355;;;;;20.809313;0.012565613
