ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
259.2862097809115,43.10291330870755,-1.0050695498858613,-4.614688570220627,-0.8275791849981142,19.437235,
259.2900756817497,43.10713990937225,0.06638084379928097,-4.743451250466773,-0.009672451010786095,19.116867,0.11834526
259.2856974028908,43.104813394595034,0.05392442437978216,-5.019019560735523,-0.6636214050906548,17.017307,0.79361725
259.2908147184963,43.10693670912424,,,,19.533348,
259.3026423215061,43.11463324280899,0.165533655797148,-4.624125458695309,-0.5571731789691791,16.354162,0.911849
259.30710607447986,43.11264319584346,0.12232909037624995,-4.9952530384090315,-0.789924247215693,17.458048,0.7674141
259.3123173287832,43.11264952270737,-2.6962485754062633,-5.708621204012576,3.8630522682611925,19.477861,0.61419106
259.31241621878274,43.112340561826265,,,,20.373158,
259.3100095528944,43.110673907343035,-0.038549454148063406,-4.730232215771671,-0.1086820400067724,19.607111,
259.3066149948655,43.10860655365426,-0.2904139769116222,-6.627906381192375,0.4873077849748185,18.932398,0.5997219
259.3109183988164,43.112116076294576,0.008743208712050317,-4.4492599448683245,-0.4848022835084225,18.899643,0.68387604
259.31111240010944,43.111922732048214,-0.16751861268266033,-5.998160380158441,-0.6350942385957524,20.070742,
259.3115359885039,43.11355643022669,-6.442303879175268,-21.50605772449928,-1.6033418875324452,19.984728,
259.3096048055965,43.11412326529271,,,,20.088531,
259.30917502241545,43.113525207505056,1.2854071696778457,2.1871288896491867,4.335498857276965,19.930489,
259.30967159467605,43.11389921076203,-0.49272825623694577,-2.6320592858035106,-0.10410491760182457,19.55508,0.057258606
259.30939148889934,43.11281336351336,-0.422132671288976,-2.821539307944873,-0.13781063338086447,18.939598,0.6596756
259.3098719610863,43.112556557131946,,,,19.714169,
259.31030007500794,43.112490509586785,-0.3741046121627114,-5.146488546747834,-0.8191016019381097,19.293718,
259.311310342422,43.11493014798407,-0.29596195260500535,-5.399898237879689,-0.08662048967984662,18.199617,0.6063328
259.3111053102232,43.114499020521805,2.2096671728595054,-4.660840641638464,-1.377780451867781,19.110224,
259.3112229948685,43.11435303399444,,,,19.83703,
259.31172642267455,43.11436995627718,0.04549651458683179,-4.679323688802221,0.65008352058779,19.054972,0.73511124
259.3118540065868,43.113992853784794,,,,20.190922,
259.3071008523821,43.109789705634874,-0.1087268253115487,-4.9450252413033615,-0.1743098361119035,18.7205,0.522995
259.30612167398795,43.10996456069731,,,,20.440105,
259.30860385158286,43.112710387997375,0.5773806142190253,-6.59456664928854,-3.0022194112606995,19.426165,
259.3051239503204,43.10856213444053,,,,19.70276,
259.3048898873194,43.10833074123728,0.37498766686679363,3.421217354310342,-2.5393896283011137,19.111828,0.6607876
259.3050158768371,43.108133271005144,,,,20.113932,
259.3017538076744,43.1064848749999,-0.4835613831563153,-4.520854818340723,-0.662010698223573,19.380022,
259.30588656991,43.109068186850386,0.07311153991766507,-6.350118110383775,-1.2443020521341315,19.353466,0.3803177
259.30745126163436,43.11073111029135,,,,20.665136,
259.30880318563686,43.112149022162484,0.881291104221274,-4.723245510150534,-1.2449581938062022,19.657358,
259.3092346081838,43.11848355896572,-0.03030741680130622,-4.209899111547326,0.03399994775037656,19.809212,
259.3096648548677,43.118246080803445,,,,19.86666,1.0030422
259.3103088317715,43.117239936131305,,,,20.077776,
259.31088645504764,43.11716680696572,0.9570419680800564,-5.045867845919814,-1.6775972918863449,18.89107,
259.31145291825476,43.11703921673452,0.37352316897338644,-4.282095309090922,-0.08333853675068834,18.726492,
259.3117947946095,43.11639020379323,,,,19.820961,
259.3107180112906,43.11535504353252,0.733838420270373,-4.758248770691156,0.051525203674598646,18.817865,0.6205139
259.30104555688234,43.10697181615302,,,,20.310598,
259.30443803244015,43.110757770434695,,,,20.135284,
259.30487300756414,43.11062891970333,0.47935992070340583,-4.619955316753879,-0.2539960114127885,18.932323,
259.3045976999563,43.11018939207808,,,,20.155716,
259.3079199571447,43.11278291777636,,,,20.386768,
259.30961251305365,43.115556929587385,-0.08100478355679017,-4.521162091614136,-0.9876520621473496,19.016432,0.38237953
259.302591782846,43.10892733490774,-0.3024138115962738,-4.3415960703119625,-1.2722420926272093,19.651161,0.9728699
259.3074881218424,43.11480386260363,,,,20.021967,
259.30748482182105,43.114461442001826,,,,20.082771,
259.3077687389694,43.11430461084115,-0.46584000461945596,-5.569642174262694,-0.05972189146807704,19.46863,
259.3082564215627,43.11434268189585,,,,19.080849,0.65390396
259.30808123251114,43.11381241708083,2.134216780107817,-6.48698760831232,-2.4740111765845763,19.150602,0.4615612
259.3036120884495,43.109910249778075,,,,20.82249,
259.29819320754194,43.10574673987143,0.17112370827721432,-4.5666786433269815,-0.8114510170869869,15.552418,0.053812027
259.29975146676804,43.106849551100694,0.13232664041707087,-4.710730002184178,-0.16046119095569025,18.660278,0.55056953
259.3067480865465,43.11308737961112,-1.4188868824083005,-3.0191433653924262,-0.32368671369825186,20.170721,
259.30293210677,43.110102433011875,,,,20.250689,
259.30703304188506,43.113818907785735,0.23604155411742905,-5.245220026179059,-0.9909058326390658,18.259907,0.5703106
259.308591186585,43.11596746079976,,,,20.241322,
259.3086966285537,43.115406318749294,0.27838269770809426,-4.138822786516347,0.22889875875721677,18.313663,0.6067314
259.3085281302806,43.115201419640854,0.1462337607553708,-5.242023513043295,0.4044739971935971,18.239359,0.5880432
259.2973898985681,43.1053331726401,0.1858331840382623,-4.081681512681236,-0.38011480835510086,18.950962,
259.30326901944045,43.11065120659671,-0.7046805156277819,-4.7675288982914035,1.2956861873905101,19.66464,0.29356766
259.30482794502467,43.11267741594646,0.16948963023285948,-4.561968655339583,-0.5699439316552837,18.969946,
259.3052559796166,43.11252496851791,0.19935155426455775,-5.755664054579224,0.22193983632376968,18.700357,0.5748291
259.309689316323,43.116498938195896,,,,19.76179,0.70719147
259.29583165802853,43.105641347265816,,,,20.566257,
259.29628176430066,43.105374377189804,0.2975609664632064,-5.121693494533369,-0.7075539171216175,19.21393,
259.2966640383512,43.10548259227837,0.26112470276955213,-4.845260421653939,-1.2050911009158591,18.75603,0.5681896
259.29660425067135,43.10515167453066,,,,19.791378,
259.3038899695526,43.111631123901454,0.16350899834206573,-4.938279020960065,-1.9243108142370515,19.653164,0.7424431
259.30168166612845,43.10973039428549,,,,20.9072,
259.3097270912144,43.11703620798727,0.08011049010068665,-5.063035727842472,-1.0137837384033925,19.43397,0.49032402
259.29916041969665,43.10790754331746,,,,20.367317,
259.3108652185503,43.11875795892163,,,,20.349792,
259.31111790109895,43.118721964060136,0.48163765000770287,-5.7308956875013335,-0.8195674804248948,18.949677,0.69828606
259.2950862934689,43.104493639701474,0.22489442556462239,-3.159350118338908,-0.5565858324029047,18.742622,
259.2985907891051,43.1074556949967,-0.46408618560269366,-6.5569548068106815,-2.0882205700191405,19.43697,0.71429634
259.2978864259964,43.10687054144449,-0.8455952676894269,0.8454572584826441,5.487273722073736,19.426931,0.66399384
259.3029836426771,43.112071393022845,-0.5417226251791144,-5.424977930636119,-0.42982739865731656,18.787304,0.5368748
259.30283356055725,43.11140829407063,,,,20.115032,
259.30311358641757,43.11156443352573,,,,20.251415,
259.29985075223067,43.10884825664733,-0.08676207265162617,-5.503152088487868,-1.6210692653567307,18.93437,
259.3015941606814,43.11066180808336,,,,19.908802,0.7531967
259.30697837143003,43.11534352722062,0.43496947233910466,-5.086929605292119,1.2944112323626553,19.550909,0.42794037
259.29883206768767,43.11065074048438,,,,20.288023,
259.2985750503835,43.10999854461253,-0.12373220307390344,-6.0335855813789925,-1.5143345542112727,19.191845,
259.29967308006843,43.11047217982104,1.5192356227932584,-8.877092850597412,1.110331837145847,18.890364,
259.299381222093,43.109946753079655,,,,19.486717,
259.29979816805246,43.11014904481088,-1.9624023156750465,-7.496570057286807,-0.16417492968959452,19.540747,
259.30016060090975,43.109306736590874,,,,19.020372,
259.297936908676,43.107320856712924,0.5677222454373401,-3.375140025648462,-1.3963027989182248,19.953701,
259.30900119041706,43.11722056641571,,,,20.137455,0.59541893
259.3072432129466,43.11594976056628,0.25849411616050816,-3.3362096400134593,0.20277894573887872,18.482136,0.6356945
259.30587811540306,43.11515926852118,0.7728501998458763,-1.1921379109284453,3.2652072557579013,18.402338,
259.30807449328165,43.11687546794283,0.5343310175185854,-3.523403316346273,0.08793654648078972,18.942541,0.6020241
259.30898115146323,43.11778173442879,,,,19.998846,
259.2944529175798,43.104910304727596,-0.9774383223265395,-2.190190921221189,-0.0862016573106217,20.181559,
259.30362334165835,43.113524523313885,,,,20.01543,
259.30349586614375,43.113119259515464,,,,20.40731,
259.3103246298704,43.11919296071931,0.07712175890118528,-4.9520082411244815,-1.4486619114423083,19.179947,
259.3081693013826,43.11735035307591,0.30354822048648455,-5.071943096473086,-2.09004536826854,19.747143,
259.30642192736366,43.11590913129761,-0.38625429842320536,-5.096961246232131,-0.7772217171730328,19.399382,
259.3052241415209,43.11527114600427,-0.068645421628395,-4.491022761181421,0.26588306395870376,18.242487,0.079416275
259.3052375551909,43.11495495127003,0.15198507770084832,-4.866944857334602,-0.5570930931021867,16.384485,0.014431
259.3010625159766,43.11133229358205,,,,19.979216,
259.29507602877766,43.10616270405193,1.36631011938402,-3.699679593624454,0.3087022448791794,18.471373,0.6452503
259.3025984426482,43.113421311615134,,,,19.49797,0.56399155
259.30255252770985,43.112848647050974,0.2481383336348996,-4.449290520042728,-0.6923566314080005,19.282562,
259.3042197940395,43.114345116959534,0.37246521037746066,-4.4787369666578964,-1.0308457182938828,18.115747,0.5829773
259.2935443951519,43.105529379199524,,,,20.196556,
259.2941078898694,43.10543967736198,-0.18751912745429536,-3.652598261990647,0.7358853929198169,19.594112,
259.3071618924805,43.1170165268886,,,,19.54997,
259.2958183984317,43.10748026807138,,,,20.285254,
259.29615709075745,43.10783804095626,,,,19.681747,
259.29718009437124,43.10837962780602,-0.9671781018966619,-4.519411496660685,-2.2617874202658443,19.982712,
259.29638585379814,43.107493511539936,1.1159311808858148,-7.662875042719348,-0.7117699222020497,18.811682,0.64873123
259.3084670710683,43.11874039692478,1.3200055479037514,-8.509076742294756,1.3612449692574116,18.674582,
259.30935258688294,43.11901179509153,-1.908694688580204,0.20774588021707857,1.18199923224397,19.91198,
259.3017644213099,43.11257550266959,-0.05429104657957018,-2.6726618891268394,0.1542542566337573,19.17432,
259.3016350678159,43.11225886635067,0.34724396464058244,-4.7139597256508985,-0.536213557834903,18.57538,0.57590866
259.30567746213046,43.11599417108616,-0.27012688535891505,-4.815312329258246,-2.0002809715565197,19.714737,
259.30723297679964,43.117655472352055,0.19404305656377405,-4.964827747057123,-3.5021487243173564,17.650505,0.71344185
259.3074873228481,43.11765553526346,,,,19.511282,
259.3010428473576,43.1119737419026,,,,20.062048,
259.30925608710794,43.119509604424756,,,,20.035692,
259.29965530666135,43.11160572481138,,,,20.21908,
259.29994913030856,43.111279858941415,-0.9734080621504886,-5.155501973397875,-2.5741311297771476,19.557076,
259.3032458715078,43.114494445828576,-0.8889792700418735,-3.5157626109587676,1.3718362136061049,19.793737,
259.30449250659404,43.11521912775815,,,,20.010223,
259.3044218841789,43.115584340426466,2.6583695140805306,-1.210977372454321,3.3134865477597275,19.597263,
259.3047808495477,43.11563578939437,-0.20046136944223356,-5.371442791903523,-5.0005701611308915,18.399614,
259.2978400092508,43.10955265772137,-0.04862300056342619,-5.094498678818926,-0.4534757739245243,17.991598,0.6895046
259.29736644129815,43.10918698423335,-0.2070347214671465,-2.32164942465081,1.0799299482680138,18.966646,
259.30557933323115,43.11710164327951,1.0524255014496298,-7.005616872131955,-4.799334499027252,19.503107,
259.3060345677322,43.1169675926398,,,,20.192917,
259.2938237315405,43.10623006510336,-0.2860293915169214,-4.436918491780297,-0.9917224950110066,18.90011,0.61608887
259.29211797247484,43.104837452236126,-0.015671368402638663,-4.291822679741163,-0.3152616698827037,19.059982,0.47924042
259.30264083140077,43.11425724273918,,,,19.999386,
259.29301725490416,43.10600522675216,0.34595594783262934,-4.315395106952143,-0.45256389942229025,18.883497,
259.29424989302345,43.10728460562367,0.5581794180208909,-6.415239197572034,-1.4449943087669312,19.277956,0.30347252
259.29538455197496,43.10832946933134,0.020020714442136874,-5.158478438686486,-0.9105471540150892,18.337091,0.5907669
259.2933115029543,43.106843821842595,,,,20.083206,
259.2934140473629,43.10660039139393,,,,20.323006,
259.303224770043,43.11531002356561,,,,19.507267,
259.30064924031257,43.113381922814064,,,,19.656946,
259.300909765236,43.11416510287148,0.0040632242864848175,-5.036504904083599,-0.07061187098892761,14.372937,1.0473814
259.3010402618305,43.11345700882806,0.24909941901487875,-5.213053259257193,-1.3777833225168012,17.646542,
259.29210346024763,43.10589995524898,-0.9614398260517382,-7.092569824035679,-0.1036836041083389,18.321655,0.62563324
259.2919473277584,43.10550000216258,0.11346048897425662,-6.007883364207459,0.2523994392481259,19.273111,
259.2968844016519,43.109910526938876,,,,20.405102,
259.2941840238146,43.10865778904171,-0.6760020928227759,-5.245743316410545,-1.1815287286761835,19.116898,0.42171288
259.2941332131149,43.10829863692989,,,,19.671106,
259.2944133578312,43.10848656955563,-0.8971782285270249,0.01725859715120248,-2.6102351891733284,19.32233,
259.29449736458946,43.10800946188323,,,,19.664951,
259.29907490108565,43.11189554983713,-0.9644985909768374,-6.872612708415976,-1.2659578504586193,19.419235,0.61743546
259.2957331219246,43.10917101871394,0.3094587951194861,-5.204457287111581,-0.20689143599660587,18.80566,0.3312416
259.2955704747075,43.10882425535936,0.4651760075221597,-1.8512413374187275,1.4999321640523724,19.383066,
259.29837094905974,43.111374661675065,,,,20.309483,
259.29739438283644,43.1112963632408,1.3157411828436334,-5.203801448531911,-1.4333978232499653,18.994581,
259.2977907490347,43.11158669209387,,,,19.41245,
259.2983224189164,43.1115880459113,2.2270393620385933,-13.084827086500994,-6.078127122661164,19.547022,
259.29256427874196,43.107681697215305,0.22207595704875718,-6.7830016672168645,-0.6230548811970895,18.887245,0.35313988
259.29287376895945,43.107845792775905,0.7385952698221299,-4.782182000982741,-2.265772416651672,18.813942,0.5595627
259.29317507175324,43.10731441711908,-0.5565422461298997,-6.479494359808389,-0.9466896638356409,19.237011,
259.29681446305483,43.11054350316033,0.2385862492400022,-4.616774586360625,-0.7853687836586534,18.199461,0.6830139
259.2962215925295,43.11094565148809,,,,20.318392,
259.29394404927575,43.10928060606294,-0.6029890772630144,-4.924249155313004,-0.747179080351698,19.26862,
259.2946111096092,43.110408850503404,0.22355882855154385,-4.167005856448348,-2.390935924451739,18.856354,0.58712006
259.29262883284815,43.10919537590202,,,,19.740791,
259.3003859534686,43.11250647903072,-1.6478806303565878,-4.7989660295315595,-0.44072807693406785,19.367891,0.55763054
259.30549863207716,43.114265852157274,0.7378923228336679,-3.1977797787541964,-0.7759192953928926,19.32816,
259.29276241076246,43.1044545479693,,,,20.7146,
259.30160362533394,43.113041286503076,,,,19.794485,
259.3060411728225,43.11256743695749,2.1024931774409548,-5.888383161469013,-5.6298968649690195,19.678238,
259.30958387679067,43.11160121780491,,,,20.50652,
259.2981929367113,43.10790975765137,,,,20.786995,
259.30512744329917,43.11171431040047,,,,20.38539,
259.30045570543666,43.10790583176032,1.0681899859205752,-6.222237571643501,-2.4223433275445876,19.381617,0.87189865
259.30104127488863,43.10792269631474,,,,20.095652,
259.3014092716547,43.107517841883606,-0.9916271822413202,1.6070883330199892,-0.44530451421547657,19.621273,
259.30205467613575,43.10716089773568,-0.2661022650715076,5.316574391444126,12.42488313195318,19.581728,
259.29854300871216,43.10632409695279,,,,20.373947,
259.29897971587746,43.106168281385386,-0.0071710152894933765,-6.514596445805865,-2.8338449707039226,20.113552,
259.3066859694482,43.112443017422756,-0.24066474869624505,-4.247931680822268,-0.13694664238957382,18.794472,
259.30668535455766,43.11172847523291,-1.0328693826856543,-2.904301867519282,0.7524789841765098,20.09261,
259.3069922447155,43.11163321168991,,,,20.289896,
259.30062886970785,43.106204297216145,-0.34450145644582086,-4.772010601979627,-0.24763973583541563,18.913084,0.33689117
259.3085302329367,43.111266247558355,0.21128032031303107,-4.465274701830317,-0.6555630527317635,18.2467,0.43140602
259.3078682000722,43.11228282475071,-0.6638276534102271,-3.2482245563221968,-0.9105249407846943,19.343597,
259.31043393055626,43.1153868512851,,,,19.991114,
259.3098106531907,43.11528949315475,-0.06398486243968515,-4.70252010501398,-5.245758927721534,19.465971,
259.30199169281013,43.107782049553364,0.1131963678639805,-4.607068018619062,-0.8100581797830844,17.798937,0.76244164
259.30582387970765,43.113373901056406,-0.26887278832391937,-4.725064064342856,-1.1694993691381972,19.016232,0.22192192
259.30060326195036,43.10998009720485,1.0262045866480105,-5.712275433912223,-4.849551283789008,18.412159,0.60964584
259.2994256204934,43.10977459813904,,,,19.812567,
259.29905874234476,43.11026279674694,0.1818259169746829,-2.6937925119235118,-3.397578897286699,18.5164,0.6832695
259.3007532514616,43.11176038272776,1.5653940475639523,-8.820916726562189,-0.061262044078751125,19.111746,2.639697
259.3057590554941,43.115981811732,,,,19.763016,
259.2965879346136,43.10877382597045,-0.46506987147409673,-5.141409733942756,-1.2638884338800287,18.601816,0.6042843
259.30822978287694,43.11825969879368,0.031232994602388084,-5.059688119376807,-1.158981854842065,15.112547,0.39415646
259.2990955825948,43.111148637020335,0.12115559723628323,-4.50648301647145,-0.3549471148783249,19.23775,0.52900505
259.3005656428161,43.113818135748225,0.17244181179158155,-4.876911291097991,-0.6632843091770968,15.055571,
259.3033462995569,43.11553368493128,-1.248369407242437,-6.878032006552379,-1.0333763686387742,19.454393,
259.29718269317624,43.11165499236423,-0.9165336808353234,-7.028394511858894,-1.0544618633907397,18.379179,0.62472725
259.29235147350875,43.10637068313451,0.25590230892823174,-5.395643057949106,-1.1465494070105597,18.62279,
259.29199043237327,43.10775180501369,,,,20.336254,
259.2925611623156,43.10730983478341,,,,20.093918,
259.29545323308133,43.10979481156244,,,,20.453314,
259.29703159419495,43.10695062871208,,,,20.42913,
259.2994462155552,43.10583618506951,0.29621931898696163,-7.822078419442626,-3.3473802467755647,19.11274,0.55160904
259.29519913600336,43.10493669770073,0.1398526881307756,-6.1822562966751,-1.2890595729830043,18.463411,0.6463814
259.29484033973495,43.10648167111128,-0.6367179435025431,-5.390474471775695,-0.07815189699127298,19.18361,
259.2968657141606,43.10803337060013,,,,19.92598,
259.29168125999246,43.105819024860544,,,,19.809155,
259.3116374924146,43.113352346411574,,,,20.683477,
259.30984000996807,43.112777137719355,,,,19.424633,
259.3094562353827,43.11455652219434,,,,19.27437,0.7202358
259.30472973838727,43.11604705916339,-1.6879743593175405,-7.828515651093676,-4.611746098653232,19.796125,
259.3052132956071,43.11101427938263,0.8199218074629551,-5.248540853698329,0.7251423120889936,18.21476,0.59230804
259.3060111239216,43.111811186224394,,,,20.254597,
259.29972886426106,43.10939129715594,-0.25616023880293703,-7.306913360462017,-2.6168401340458955,18.471264,0.6367798
259.3109631317706,43.11920059252496,1.2254622476070438,-4.365288574684827,-4.540515346112878,18.928919,0.4620285
259.30162497544666,43.11154026377216,,,,19.270275,0.4781704
259.30232276798745,43.11307259495626,,,,19.850166,
259.2985961148423,43.109518924174296,,,,19.782417,
259.29790226024255,43.11091347241945,0.5039569161100153,-14.014825444049373,-8.403848527205486,19.868969,
259.29765213813977,43.11209663514584,,,,18.955366,
259.29394690620353,43.10966590128034,2.546898999915451,-5.828085560584488,1.1249587264642396,18.696625,0.9375191
259.2935050860214,43.108936786143225,,,,20.074078,
259.26991674521105,43.10497277684338,0.06697994652340208,-4.592035089768887,-0.7504128780320843,15.242831,0.17700863
259.27337557005905,43.10466721562358,0.3263136760348438,-4.440202326501682,0.15861854515235618,18.620308,0.72040176
259.2755735808931,43.11058532890487,0.036970427221599926,-4.910005626343064,-0.5058224194486337,15.509009,0.07522297
259.27826522931133,43.11126445603896,0.10089547761214561,-4.828849432998,-0.7485908875330299,13.837205,1.0565672
259.2795160977523,43.10877858157549,0.05671680677097454,-4.963663396905154,-0.5419061713000961,15.854089,0.93632317
259.28128816867303,43.11390494730323,-0.31363492398248527,-7.847222306363437,0.12107888709232958,17.878206,
259.28205976768453,43.10867910759041,1.1312663414776651,-27.204575050154354,-2.943915484609951,18.914898,
259.28278348908907,43.114595482944864,0.05664796420676303,-4.881081331876483,-0.7951673061871909,15.381921,0.9554701
259.28378473534895,43.10876179102273,0.2339544585017253,-4.85031442292128,-1.0116769291557475,17.015612,0.86291885
259.2906946357593,43.108152389001084,0.5596166785718106,-4.526778412188146,-1.2373064692050826,19.608507,
259.2850858865849,43.10483428659423,-0.98501016280638,-4.294513215040569,-0.8130084348052,19.338774,
259.29017034270015,43.10886304364992,,,,19.786184,
259.2898309279961,43.108881240036936,0.19783709696377674,-5.950155316228892,-2.4507435672798397,17.97822,0.65545845
259.2908900458194,43.108867595304076,-1.63968008120061,-3.6030437700742843,-1.4572725064659813,20.009844,
259.29000118647593,43.1081462700739,0.24403939666011104,-4.678715113226771,-0.42823137204651307,18.80197,0.6772671
259.2835252836323,43.103669898389775,0.2012610974293256,-4.8963494051425975,-2.4328925287282157,17.578653,0.7729149
259.28887454637083,43.10740478433601,,,,19.78403,
259.2861758497212,43.10538371471888,0.16627329795192128,-4.58367604622576,-0.9395116652661921,17.914907,0.61636734
259.28925709993507,43.10820971263033,,,,20.381243,
259.28743654076334,43.10635125434298,,,,20.430075,
259.2869856222779,43.106920134835484,0.2174339917115042,-2.495814109521586,-0.6185377433261869,19.107407,
259.2875130113667,43.10669203685935,-0.27219388815065176,-3.4102039767804104,1.7434457448314107,19.26105,
259.28660802717985,43.105954170928094,0.422031422159706,-4.940339364706998,-0.4447483677758619,18.674393,
259.28409412028213,43.104122550255795,0.4089722271363403,-6.47109311526084,0.5288927300836477,19.541395,
259.2904245477474,43.10994749063068,,,,18.464602,0.58857536
259.28989306067393,43.109880626639104,0.291417494485227,-6.24168686316483,-2.816768752572883,19.278337,
259.29025344518345,43.10977782334416,,,,18.088715,0.59140587
259.28792558466347,43.10910614000819,,,,19.168144,
259.28792252354015,43.10882194305845,0.8570872894555837,-2.9442120443331405,-0.5892366795204118,18.917355,0.6153374
259.28788499230706,43.1089014038965,,,,18.743267,0.60630226
259.2879944119568,43.10850488444169,,,,19.660624,
259.2883388537736,43.10844121131281,,,,20.107597,
